id,input_smiles,canonical_smiles,n_atoms,name
1,CN(C)C(=O)CN(C)Cc1ccccc1F,[H][c]1[c]([H])[c]([H])[c]([C]([H])([H])[N]([C]([H])([H])[H])[C]([H])([H])[C](=[O])[N]([C]([H])([H])[H])[C]([H])([H])[H])[c]([F])[c]1[H],33,1
