phi_raw,energy_hartree,step,phi_deg,psi_raw,psi_deg,source_file
43.3945130396,-535.15486269,0,43.394513039599985,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
53.3945130396,-535.154498092,1,53.394513039599985,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
63.3945130396,-535.153335228,2,63.394513039599985,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
73.3945130396,-535.151452131,3,73.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
83.3945130396,-535.149077283,4,83.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
93.3945130396,-535.147321336,5,93.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
103.3945130396,-535.146810944,6,103.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
113.3945130396,-535.146861606,7,113.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
123.3945130396,-535.147824045,8,123.39451303959999,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
133.3945130396,-535.150266777,9,133.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
143.3945130396,-535.153411117,10,143.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
153.3945130396,-535.156486755,11,153.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
163.3945130396,-535.159169019,12,163.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
173.3945130396,-535.161214718,13,173.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
183.3945130396,-535.162467704,14,-176.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
193.3945130396,-535.162965817,15,-166.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
203.3945130396,-535.162946087,16,-156.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
213.3945130396,-535.163123517,17,-146.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
223.3945130396,-535.163506613,18,-136.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
233.3945130396,-535.163269467,19,-126.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
243.3945130396,-535.162224694,20,-116.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
253.3945130396,-535.160482902,21,-106.60548696039996,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
263.3945130396,-535.158213039,22,-96.60548696040001,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
273.3945130396,-535.155568416,23,-86.60548696040001,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
283.3945130396,-535.152519857,24,-76.60548696040001,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
293.3945130396,-535.149220934,25,-66.60548696040001,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
303.3945130396,-535.145972251,26,-56.605486960400015,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
313.3945130396,-535.14312024,27,-46.605486960400015,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
323.3945130396,-535.140898667,28,-36.605486960400015,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
333.3945130396,-535.14590964,29,-26.605486960399958,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
343.3945130396,-535.148203421,30,-16.605486960399958,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
353.3945130396,-535.150088059,31,-6.605486960399958,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
363.3945130396,-535.151582792,32,3.3945130396000422,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
373.3945130396,-535.152755307,33,13.394513039600042,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
383.3945130396,-535.153719319,34,23.394513039600042,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
393.3945130396,-535.154539123,35,33.39451303960004,423.4699791,63.469979100000046,sar_2d_32_tot_ener.txt
