phi_raw,energy_hartree,step,phi_deg,psi_raw,psi_deg,source_file
86.9193328542,-535.154117292,0,86.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
96.9193328542,-535.153440298,1,96.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
106.9193328542,-535.15143471,2,106.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
116.9193328542,-535.148463853,3,116.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
126.9193328542,-535.144912439,4,126.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
136.9193328542,-535.141214309,5,136.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
146.9193328542,-535.137400389,6,146.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
156.9193328542,-535.133481174,7,156.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
166.9193328542,-535.130206635,8,166.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
176.9193328542,-535.127878753,9,176.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
186.9193328542,-535.13129652,10,-173.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
196.9193328542,-535.134186133,11,-163.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
206.9193328542,-535.138062501,12,-153.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
216.9193328542,-535.141888567,13,-143.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
226.9193328542,-535.145524163,14,-133.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
236.9193328542,-535.148942997,15,-123.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
246.9193328542,-535.151747293,16,-113.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
256.9193328542,-535.153584907,17,-103.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
266.9193328542,-535.154131521,18,-93.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
276.9193328542,-535.153458367,19,-83.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
286.9193328542,-535.151654012,20,-73.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
296.9193328542,-535.148886401,21,-63.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
306.9193328542,-535.145358453,22,-53.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
316.9193328542,-535.141371304,23,-43.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
326.9193328542,-535.137161996,24,-33.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
336.9193328542,-535.1328386,25,-23.08066714580002,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
346.9193328542,-535.128594443,26,-13.080667145800021,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
356.9193328542,-535.12464799,27,-3.080667145800021,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
366.9193328542,-535.121164361,28,6.919332854199979,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
376.9193328542,-535.118217966,29,16.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
386.9193328542,-535.137066011,30,26.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
396.9193328542,-535.141256172,31,36.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
406.9193328542,-535.145245917,32,46.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
416.9193328542,-535.148797946,33,56.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
426.9193328542,-535.151602307,34,66.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
436.9193328542,-535.153432135,35,76.91933285419998,363.4699791,3.469979100000046,sar_2d_26_tot_ener.txt
