#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1000,79.3970787073049,237.99727470073424
2000,88.27525098068509,324.42768654923765
3000,54.71808520471677,363.1688462588602
4000,60.28101898008026,284.9583541975462
5000,77.92049957470954,264.73925034857336
6000,80.16262861863652,209.94444333616954
7000,93.84920279988796,291.1606073065765
8000,120.97251272853464,391.1950059017154
9000,108.66463353048312,339.3309131595257
10000,65.66001473140705,280.2744271188802
11000,68.83996913960436,209.02041561266145
12000,69.45642872200551,441.6849383514022
13000,82.72042564929598,274.9519262110412
14000,75.96087097936834,257.0508040921626
15000,79.59478223203871,328.9718918613862
16000,68.36546584917232,209.38150232635192
17000,71.56505268443925,296.930045917883
18000,92.07323180924868,319.596961632884
19000,70.12706761761365,295.9306837198991
20000,83.99870605260367,444.82610405401965
21000,62.13221681577852,358.03470412109925
22000,93.1831023750783,287.6361946544456
23000,89.80042123474414,252.63599964003285
24000,75.97363057496841,239.26993047619342
25000,82.91808498679165,278.61116464087894
26000,72.9866152234099,392.69234571641914
27000,95.00421872528386,222.53314560895723
28000,77.62732438654712,323.0047588796195
29000,74.99261386261787,256.39115303576045
30000,64.64842987396696,230.8097590763246
31000,79.9671492467096,208.14198234541166
32000,67.8087411619199,297.35605679485997
33000,73.64794280485512,333.09667492977684
34000,67.45349177971366,266.43318468432767
35000,75.31378192245029,274.9816102695001
36000,87.4990190587323,276.7981127522488
37000,86.31390023732365,290.87516409583
38000,82.29390957872056,376.81627952629174
39000,73.7683912321761,284.58800377549784
40000,88.36683644829895,280.1987975516059
41000,68.97212058624723,292.52478999313155
42000,82.11150795835874,335.66239007737533
43000,103.766956497725,300.6407765644779
44000,68.94232423126232,299.6671724010981
45000,75.25913012106867,377.5613517077794
46000,84.93731843963269,283.7837227218758
47000,98.64692009940381,212.8134129810859
48000,87.3809283922634,236.89163893976544
49000,89.96866539197617,405.586537795792
50000,61.99089894666122,282.26300128934133
51000,77.36762382543384,322.3435023995294
52000,72.1746760731944,311.72166067518145
53000,91.64513291636831,318.6398322713119
54000,69.91201404988351,338.24940943560966
55000,56.259913846164636,283.54066330734776
56000,96.23411318828948,282.8885619262598
57000,78.33220496114518,323.5197357398626
58000,71.2001855692215,290.67260599080015
59000,87.87765179752023,312.8484208211627
60000,75.22961243299574,466.0086562705459
61000,98.42439826275222,302.2447817964839
62000,83.0915106031348,318.82539552411487
63000,77.16597945702961,324.89196590949246
64000,75.21932479664974,361.81689931461966
65000,78.86929128640622,319.6860717939558
66000,74.33028194855069,291.2492209031488
67000,82.32625900945277,315.5766014651433
68000,90.5972310914658,273.7760822887444
69000,72.94504441226309,229.06598427181555
70000,56.726086814036535,256.6935771258445
71000,52.23473543188038,298.7287206131936
72000,83.36970622914123,264.2967726688268
73000,76.37848659837437,213.8878356332313
74000,85.90038328320225,339.6282115528214
75000,72.49532481173924,303.9872281779156
76000,62.343075732271245,366.332605608632
77000,64.56562580607715,301.3928896044539
78000,71.48142962576821,253.22192289933975
79000,76.37017163209384,277.89341707920295
80000,96.48112739892167,272.6605138822229
81000,103.56582945940318,377.87647727950736
82000,97.60245155380107,329.0402717934427
83000,79.55437139652611,375.30293149172564
84000,74.47195150596804,385.6448075311103
85000,87.12251099532659,380.1192834783076
86000,76.54605781536156,288.1555766848218
87000,67.04159149940915,344.8615398999738
88000,96.62214189803308,255.00355024236333
89000,81.59488174790204,183.50182026296355
90000,80.69371169693864,301.43941563506183
91000,71.50100360113538,313.7531795806766
92000,72.49160109633885,266.40753139266764
93000,63.717139672866324,203.32433460647923
94000,92.81174948255648,258.60991406292743
95000,117.39194653443701,340.1415524952604
96000,69.51490379186362,288.82746661069825
97000,69.56576193239925,372.8123932252376
98000,108.59529379516243,281.2813296292555
99000,78.90766426873847,289.19181701340085
100000,95.76407740932336,310.9773473161079
