#"Step","Potential Energy (kJ/mole)","Temperature (K)"
301000,92.67512403191904,276.2166258909093
302000,95.22537795078085,253.19135980628204
303000,67.76510864205193,273.7326591500657
304000,101.45597517956048,241.03759964623563
305000,96.69995352259343,280.0400527977429
306000,100.58954605335384,305.93855956563965
307000,113.7619271351723,324.2771503593942
308000,118.93883917679818,308.06780628196253
309000,121.10254814447944,280.57857234589284
310000,101.60698913245142,343.22721092128273
311000,94.33540110998729,209.34242019172265
312000,90.49267519466594,393.88768982931083
313000,79.6620105906477,282.4811006962375
314000,99.55231753692533,251.99565497345256
315000,108.098359749223,427.28237918380177
316000,96.66400908387732,271.8477125813094
317000,82.35211933823302,362.9279905007286
318000,97.84596240160226,307.45674893587903
319000,83.41510923720489,283.1849209561066
320000,102.03459979395848,298.8859830090632
321000,73.02059916069265,337.26784205864465
322000,73.95338592497865,415.62683543438374
323000,87.98528857872589,284.74616189711577
324000,111.7595254687767,246.08105357894857
325000,96.96164600546763,221.78033638791553
326000,99.41520902063166,288.89966391893716
327000,86.27630115758973,323.22862178182066
328000,107.69258385931607,322.1901688934937
329000,116.43537175397432,356.5293803486433
330000,130.16612082225038,368.8799383808537
331000,114.79190321839997,257.7793041812421
332000,109.45707567043428,283.08343217286256
333000,98.8489681902829,386.763356960769
334000,96.8434417831595,305.4369874634169
335000,107.46317150606774,421.76666277388614
336000,102.1120273488923,295.4880599465729
337000,105.61553358624951,340.6664720707452
338000,102.69753685733303,278.71604695287243
339000,76.0390428157989,344.291325934482
340000,75.00363787304377,319.7953844218407
341000,91.54264761853119,273.25773006698375
342000,106.96533011356951,311.62873592363644
343000,86.45787167618982,344.7411480047991
344000,69.46095331290917,304.17204172815747
345000,75.2536945255415,338.0929558171514
346000,105.01835677144118,306.6062133928183
347000,105.99122240341262,316.8969854159345
348000,88.58381807959813,286.04269047113235
349000,83.71563581234659,244.57880567366996
350000,85.11337356086005,311.36248585540494
351000,69.43326758069452,295.7982742044343
352000,86.30919855690809,223.7376648471293
353000,88.99715623578004,278.1287110542287
354000,99.19455674636993,313.06173811466005
355000,89.37365823556138,242.47934823527854
356000,94.29510131778079,267.07715129201
357000,75.16863655995257,303.40924849396873
358000,70.47999844158949,296.5433984884582
359000,89.72244626929387,395.92933047274465
360000,106.33080946101109,243.85992336544732
361000,99.79649114934728,299.87864465617366
362000,76.1217118561326,232.1454145624212
363000,97.70574154895439,326.8331897180242
364000,82.8585802299931,332.7053756645323
365000,88.59969021820507,317.408072900845
366000,86.75927737457096,285.26695464116796
367000,89.66250494560518,289.9633161518967
368000,83.84537686040858,303.9914271639208
369000,96.13066781127418,337.34307246625053
370000,85.07299684170721,296.96913621621957
371000,87.72089166634396,252.066080427448
372000,103.55025098047918,276.4622116479208
373000,90.21258517557953,257.9110293820998
374000,100.25057622674831,258.239676488315
375000,86.25247483557143,273.10439205624897
376000,89.92844107643032,275.77243334768355
377000,98.92701432216563,394.971206681406
378000,92.27099368376366,323.5169467711931
379000,85.71533465204993,347.90600011711297
380000,109.16385697002988,341.6264234165441
381000,92.739790014748,181.20634468359933
382000,95.19401237891589,299.7772821696341
383000,95.50536789093616,401.04414864293227
384000,110.25311012913653,372.24770806721665
385000,107.47143622242584,332.18789083189876
386000,92.64830061355315,269.1238966162772
387000,81.3230694557642,337.8678110754839
388000,82.85160227683173,342.5934067297896
389000,102.36529934194004,298.9625097016567
390000,87.35498598174308,431.4987609613655
391000,77.98685043439036,323.57935712990115
392000,96.51376619345115,335.3098560523864
393000,107.12191270634867,306.1342124652611
394000,88.49933263986196,323.3673354726735
395000,78.9636081485769,302.14306936073484
396000,79.25761641222925,294.94559299334543
397000,95.38781752741488,271.1290602287034
398000,124.93292192171793,355.73393602945873
399000,78.28933794278691,288.1270517934769
400000,81.78782659150238,328.8050290531259
