#"Step","Potential Energy (kJ/mole)","Temperature (K)"
201000,84.91737898942847,262.45478512714425
202000,102.80400761591409,217.69203914919686
203000,104.04377478838433,427.1518994801186
204000,104.4055907831239,165.971573182825
205000,79.11524056565395,218.98004893384046
206000,107.98310507303336,333.4405155813018
207000,71.25829050844186,248.29210316932745
208000,110.91507774216734,293.16801608760676
209000,95.73136344179511,290.92143792798674
210000,98.12289078735921,280.29584019932787
211000,77.59277629811731,357.27078565561567
212000,91.5925244152354,316.024017831326
213000,90.894707289699,269.7003055030686
214000,98.93131860519497,273.2398033909767
215000,75.29140080130361,384.26661032973004
216000,89.53367261574931,316.71832404223346
217000,92.18547193080667,229.65534800933708
218000,97.94440442030464,302.66039187765483
219000,93.67189683517063,178.47829289603348
220000,96.70203962447704,228.66633844464388
221000,100.5748327045876,247.05185951118565
222000,99.6827859788682,282.334597844353
223000,98.62574388292524,391.0201122990463
224000,113.34316825499627,359.37504310230725
225000,81.48264266196202,345.17216811137996
226000,93.74916675052373,332.63988427067125
227000,97.90620569713064,414.68513715952486
228000,80.48466926389665,248.1820691728886
229000,70.3986228181966,445.6378354630467
230000,76.39743383158748,289.07351005995133
231000,81.48749152110031,327.95222647944803
232000,84.87180003172068,286.984628472994
233000,107.3114015152205,387.9207382656443
234000,86.49567312197178,370.2468232881822
235000,79.20490067988794,318.14423492941097
236000,97.93089137302013,243.83163212294863
237000,75.23663353300344,328.60557044375616
238000,96.55985501531336,258.6855577355739
239000,89.3853883396132,273.71402881389315
240000,97.85664924228331,277.0870267150043
241000,75.61308796207504,420.7920604068343
242000,74.03826236081841,367.891630836627
243000,93.90960254453603,245.60081303444954
244000,100.88103361652884,271.4780252057335
245000,94.17345440750069,308.3369500424881
246000,77.81541159906192,342.8751271469044
247000,82.3807583815069,289.9131635744785
248000,101.86545261983292,339.44223455623876
249000,106.23670784000024,225.95076892210145
250000,115.30720149358967,333.9522629922854
251000,93.5475176926293,258.09103551054636
252000,82.50631101898034,328.5266247246678
253000,71.97414663579059,222.54711510663478
254000,83.60461032913736,380.97200021445843
255000,89.23654468479799,412.461842093872
256000,111.34863925528771,364.5663712111612
257000,114.03000509849568,315.3777880049001
258000,84.97034182602397,413.08015753025404
259000,95.91369548299122,257.35944602845194
260000,100.35475749587204,366.34766245509564
261000,70.48021904664347,318.6402305915338
262000,120.83486647940299,388.4807998158145
263000,112.0666726497584,357.0884019555736
264000,85.96088468859307,277.2765499827872
265000,66.59009744531386,296.56512757743354
266000,91.62041261381455,196.92935928859507
267000,87.99074631731492,315.18905415470596
268000,110.80980115549755,290.5876447311347
269000,102.47186934994534,277.51950121602295
270000,96.7798710260987,305.981412185249
271000,77.61320161867843,255.6126433450981
272000,84.58138726712423,283.7309984684936
273000,78.3179843257156,297.8617421148603
274000,78.51086436948736,272.6696427794228
275000,103.12274089922721,405.460451082223
276000,79.17103699530708,269.1992497710857
277000,100.56947371037677,289.0787700422946
278000,76.13454426717362,362.2148640192177
279000,92.47859845944913,327.3377646318393
280000,85.114816032499,311.3085475597417
281000,93.47307887865463,313.93516241852205
282000,123.11863785930473,247.57059784080772
283000,69.32655382563098,306.85735299213087
284000,92.39690544917357,278.68405011658757
285000,93.63384628335825,320.6489601410663
286000,99.84488527399071,332.2621452325891
287000,105.0952971126535,296.11964726671675
288000,93.40819477362675,350.20621173512535
289000,92.74351904202194,298.50287540191937
290000,108.46752746396226,238.07154914987484
291000,94.35848461670503,354.4097035615818
292000,84.2930560192508,336.0877325351741
293000,72.37283346682761,310.7800681837976
294000,65.60396982417296,339.4358207545678
295000,86.63549746910576,242.1725134790581
296000,108.15976198145654,311.135004348481
297000,97.20106319272958,254.3875528011415
298000,88.12288522522431,287.7855310282302
299000,87.81135496327045,265.0987225199525
300000,64.46062516691745,312.7824651767704
