phi_raw,energy_hartree,step,phi_deg,psi_raw,psi_deg,source_file
134.8785663622,-688.994180197,0,134.8785663622,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
144.8785663622,-688.993726572,1,144.8785663622,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
154.8785663622,-688.992873335,2,154.8785663622,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
164.8785663622,-688.992111377,3,164.8785663622,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
174.8785663622,-688.990800165,4,174.8785663622,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
184.8785663622,-688.988726452,5,-175.1214336378,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
194.8785663622,-688.98586528,6,-165.1214336378,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
204.8785663622,-688.982350614,7,-155.1214336378,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
214.8785663622,-688.97862165,8,-145.1214336378,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
224.8785663622,-688.975242909,9,-135.1214336378,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
234.8785663622,-688.973486489,10,-125.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
244.8785663622,-688.974108702,11,-115.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
254.8785663622,-688.976411008,12,-105.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
264.8785663622,-688.979462272,13,-95.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
274.8785663622,-688.982676151,14,-85.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
284.8785663622,-688.98553157,15,-75.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
294.8785663622,-688.987686946,16,-65.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
304.8785663622,-688.988910702,17,-55.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
314.8785663622,-688.989086875,18,-45.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
324.8785663622,-688.988367899,19,-35.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
334.8785663622,-688.986903752,20,-25.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
344.8785663622,-688.984981013,21,-15.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
354.8785663622,-688.982706932,22,-5.12143363780001,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
364.8785663622,-688.980096978,23,4.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
374.8785663622,-688.977144978,24,14.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
384.8785663622,-688.973856997,25,24.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
394.8785663622,-688.97029915,26,34.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
404.8785663622,-688.96665518,27,44.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
414.8785663622,-688.963308792,28,54.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
424.8785663622,-688.976903255,29,64.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
434.8785663622,-688.980602711,30,74.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
444.8785663622,-688.984007514,31,84.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
454.8785663622,-688.987100101,32,94.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
464.8785663622,-688.989789754,33,104.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
474.8785663622,-688.991886152,34,114.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
484.8785663622,-688.993581033,35,124.87856636219999,343.4699791,-16.530020899999954,pmp_2d_24_tot_ener.txt
