phi_raw,energy_hartree,step,phi_deg,psi_raw,psi_deg,source_file
179.252176243,-688.997149245,0,179.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
189.252176243,-688.996833052,1,-170.747823757,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
199.252176243,-688.995922693,2,-160.747823757,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
209.252176243,-688.994561944,3,-150.747823757,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
219.252176243,-688.99296352,4,-140.747823757,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
229.252176243,-688.991422252,5,-130.747823757,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
239.252176243,-688.990309334,6,-120.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
249.252176243,-688.989464442,7,-110.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
259.252176243,-688.988635387,8,-100.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
269.252176243,-688.987675957,9,-90.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
279.252176243,-688.986308675,10,-80.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
289.252176243,-688.984413018,11,-70.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
299.252176243,-688.981950559,12,-60.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
309.252176243,-688.979009711,13,-50.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
319.252176243,-688.980666518,14,-40.74782375699999,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
329.252176243,-688.982807798,15,-30.747823756999992,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
339.252176243,-688.984722864,16,-20.747823756999992,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
349.252176243,-688.986325711,17,-10.747823756999992,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
359.252176243,-688.987933012,18,-0.7478237569999919,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
369.252176243,-688.990154294,19,9.252176243000008,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
379.252176243,-688.992094683,20,19.252176243000008,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
389.252176243,-688.99359814,21,29.252176243000008,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
399.252176243,-688.994737053,22,39.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
409.252176243,-688.995607657,23,49.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
419.252176243,-688.996410636,24,59.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
429.252176243,-688.997291492,25,69.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
439.252176243,-688.998143797,26,79.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
449.252176243,-688.998772078,27,89.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
459.252176243,-688.999050538,28,99.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
469.252176243,-688.998826575,29,109.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
479.252176243,-688.998132946,30,119.25217624300001,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
489.252176243,-688.997138022,31,129.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
499.252176243,-688.996041488,32,139.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
509.252176243,-688.995573776,33,149.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
519.252176243,-688.996253755,34,159.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
529.252176243,-688.996889108,35,169.252176243,283.4699791,-76.53002090000001,pmp_2d_18_tot_ener.txt
