#"Step","Potential Energy (kJ/mole)","Temperature (K)"
1000,151.08680751489737,363.4873459426042
2000,127.37986486350019,324.69259812360764
3000,121.52600525907474,179.63590092335755
4000,130.24076098995283,292.61304645425054
5000,132.07724145696557,361.5128740105563
6000,122.94635716709581,266.8045368875048
7000,127.96605089330478,283.8559955691211
8000,180.09788586897594,281.35106716328795
9000,134.69108123803744,335.2413199127294
10000,147.242973437479,284.1162402047862
11000,143.64766387079362,290.21331485607897
12000,153.8395186841517,317.7736949946343
13000,133.5473036094918,288.52490336810166
14000,140.94073154918078,322.3279647676692
15000,136.43317127773105,276.79585335172055
16000,126.97602675625149,215.18013360265718
17000,148.90123592189775,290.81477554265905
18000,116.4989200392447,357.6697174095126
19000,141.73733707651263,271.83333558788195
20000,115.0198665552357,266.74049020553923
21000,134.6273870387231,285.9468895646782
22000,114.0188695290708,294.7277231350569
23000,139.16374914053154,391.090061446536
24000,138.9630683236113,274.0280047346111
25000,154.29913689699606,269.00023003937986
26000,138.8943083222748,287.7448792897539
27000,132.71761282279476,275.56730941795485
28000,164.3592970406953,254.9259821699269
29000,133.3925383685273,323.03662656811724
30000,135.63228194181283,218.97773102836567
31000,161.1970399731813,296.4098433347223
32000,158.66698618075134,417.9370099722639
33000,134.33809810891398,313.4779011726756
34000,114.44114924693713,262.2676749863119
35000,131.0866199303855,335.5390856440762
36000,138.25850121551048,370.6397764047829
37000,138.777827628679,282.8231366958617
38000,135.42192429292527,324.95900756141543
39000,143.60981310786246,259.916919832218
40000,127.04245550205815,261.15162007248637
41000,113.85255440350738,232.58618019442514
42000,151.07323819307953,412.93489263543387
43000,124.37042669198127,241.5091355953039
44000,143.47786298132178,340.5177687851456
45000,123.18036614660559,376.79609797864595
46000,134.23811766626568,266.08457066121673
47000,132.92204314914443,309.6330011421482
48000,152.63344259607766,288.6674018998493
49000,150.95706732235976,184.30914357991455
50000,132.19214545889076,295.97729331722564
51000,114.9732486328237,243.68371445648472
52000,136.32260328518714,262.9223627442704
53000,151.93546894545216,381.8306980883819
54000,122.81728687111035,257.65484510057775
55000,130.60957805297585,277.360699795083
56000,128.13484935709425,288.8157774086328
57000,150.2835485549058,306.3995876294184
58000,127.60697945544962,357.21599471390726
59000,125.04165957199803,258.49725696692036
60000,127.2040888168467,260.672273878652
61000,132.75288966327753,293.9568607593812
62000,142.68356846944152,289.6622753349495
63000,136.90903672629247,301.4173484008355
64000,142.69051780049722,202.83633965629474
65000,159.24120875642757,330.8776209663951
66000,145.02009328413624,222.7359753599548
67000,123.20640903998174,229.61804200386666
68000,128.56153838165687,474.0769203581917
69000,156.64264395115606,329.116872006565
70000,120.18993686878093,225.30006549491452
71000,118.48169145145039,361.25574146305297
72000,118.1282795806037,345.64940318806936
73000,133.73812823557273,309.07808954543526
74000,103.93426566595735,290.8556958861538
75000,121.48091848945478,308.59994247978767
76000,107.61730474335309,232.15491478325967
77000,128.684116224249,343.3930613888486
78000,147.8566734281194,170.2271430242371
79000,120.90415641239997,298.1742896858543
80000,125.80130123715924,293.0800294822948
81000,147.05759702691284,273.62692970135225
82000,112.95571428406402,289.87298958193264
83000,129.30580618602812,264.32045126606175
84000,121.66076281807909,221.4545896282032
85000,119.30714717913361,256.999192508113
86000,133.9253958130139,226.38997803495576
87000,112.45828894347324,422.3701521870266
88000,125.7681128209515,312.13619553194144
89000,130.88309626280534,295.7842349944672
90000,128.79252638153412,320.1619853574072
91000,165.13374535372077,388.3937243354721
92000,114.3873798686036,379.54089031620657
93000,114.84674662126145,280.6265250856281
94000,125.98115083247103,399.3838780626897
95000,107.88677665999421,248.2222108827051
96000,118.0725007324545,400.90945038191154
97000,120.57192159145961,320.13411019321785
98000,140.1307107837922,333.91744180229966
99000,145.75548538961448,254.2798354740476
100000,131.73838917813373,404.712154217568
