#"Step","Potential Energy (kJ/mole)","Temperature (K)"
301000,129.3305968512641,357.82096257191654
302000,146.41755456361534,265.21584479720605
303000,130.1893725384682,277.30395057402694
304000,150.52921458819765,252.38910288801142
305000,154.80328541599613,263.6488038025288
306000,125.21168826648204,215.73857702330235
307000,119.99944342281287,309.31789293766553
308000,180.16928387167354,294.80792079866245
309000,151.86573639965354,356.0667231186948
310000,136.65977725750213,234.50000940480922
311000,131.41361912253797,274.30778601175246
312000,146.52931892922527,373.08609674559125
313000,131.66794273104824,313.93515018611555
314000,128.0365370377449,297.19853912987435
315000,129.28912545238563,285.36254625521093
316000,141.36489280403475,318.82323152496235
317000,121.76753766319598,336.4897745619236
318000,130.1931462673865,299.85920355989833
319000,138.13652158234618,360.60084482709124
320000,155.476260341924,289.3144296002198
321000,114.86776117752015,292.7758634942127
322000,137.63396309058226,234.40654974821757
323000,121.37493423889464,279.4005262070019
324000,113.27402136603087,332.91535881935374
325000,144.85458184678282,286.0326596890442
326000,144.28426013386888,351.5115109005841
327000,127.42305859680778,306.2019766984208
328000,136.06587368512191,281.40729783488575
329000,130.2533370560559,344.72598229707125
330000,130.58241237949687,278.06141263221406
331000,155.88729542556143,345.384023287728
332000,124.77565628497314,284.9659135920238
333000,100.45237402660689,245.17701370663758
334000,154.00574379613045,304.79769409326826
335000,114.42371871754733,301.14678652412704
336000,119.1693855671183,350.76418383286756
337000,103.61154376513684,272.10069280105057
338000,118.71464035328268,332.05409501342774
339000,129.0027782182442,281.8376102237514
340000,131.96753336260736,296.74452998616033
341000,126.95519612348289,347.3530460452429
342000,144.13486578396987,320.2271888270204
343000,122.245319163776,277.96778602131957
344000,130.60426510057096,320.46091315049154
345000,112.86145450630283,312.49954291847286
346000,148.0696435726568,271.5967767246372
347000,133.1853947317868,276.8974408744476
348000,124.15254087859284,348.0563018768896
349000,122.29070510838574,210.31073771631472
350000,141.7547785018105,237.78344618916955
351000,149.06249814035527,227.02010985232133
352000,116.68746060342528,336.4528750637506
353000,114.31792764586862,235.16059985175085
354000,130.68398060803793,288.89051832951424
355000,121.2766592711414,422.1423111991402
356000,127.79160287093009,364.0455922363563
357000,165.67390478955554,259.2476711475481
358000,126.1750491102448,334.77216195898393
359000,157.28694368929428,306.48499530169045
360000,136.09836922665534,270.8245928702328
361000,112.11283054606338,318.584196605079
362000,129.56954107800266,307.87512683352793
363000,145.86985455391846,384.25935360320113
364000,129.0853998534949,298.6544491264838
365000,117.26229163448443,288.10586256325314
366000,156.87227516990606,299.3675483603861
367000,132.12166065090787,346.00292437117855
368000,145.24624522177692,380.6771834793932
369000,102.02494173995365,281.15066905655146
370000,110.37906856853078,267.4314519890919
371000,122.70441074969392,326.09063771998547
372000,133.6403968992181,314.7518764939115
373000,106.3045573491836,365.08266820666375
374000,109.13542972119467,355.30819577749287
375000,159.1615740727575,370.23872520691134
376000,118.45346045210317,299.9983860829547
377000,119.815858076209,321.8768125942162
378000,138.7671897715918,325.94961156156035
379000,111.19419059013944,287.43198690871867
380000,118.51662586946804,340.31321437841706
381000,115.11605078160096,311.0938651107258
382000,132.7819095008217,264.3656379888647
383000,156.6475638531747,294.85945144256635
384000,139.86875124275366,299.8820870405602
385000,133.10059609391215,315.74055338381703
386000,133.99692442378728,220.60231827646618
387000,162.4431508193502,316.6868633144765
388000,161.32153865578584,305.7460576642429
389000,160.49711403205583,352.6789077854271
390000,119.894393335024,375.4431778741082
391000,141.19188584125368,309.2560009443498
392000,164.74882147423705,293.5341810291615
393000,104.81165256370787,482.06057569042895
394000,120.42096483690489,303.8739354341875
395000,147.8988092042964,321.19305346183995
396000,168.42904435057926,241.37973456623575
397000,157.0451637019687,278.5242783002087
398000,141.68816968309056,247.32364394891076
399000,144.84635542112858,243.59626183050366
400000,157.9543473770973,312.1218938051756
