#"Step","Potential Energy (kJ/mole)","Temperature (K)"
401000,99.3649077785849,248.34457622258836
402000,142.94466037093662,299.57254704079986
403000,132.69554494402837,312.9978418280709
404000,139.71012984102708,377.22966912967036
405000,132.342392513081,228.87795216014905
406000,129.9623291194564,283.11486348948955
407000,141.97785158505576,284.1946893053457
408000,109.10525189021337,252.16794056723307
409000,126.2097658192506,293.2269582876984
410000,150.37466744512494,280.74345705570045
411000,130.4990761631052,367.0740982410727
412000,159.75719048827887,198.69955320749781
413000,135.89958114080946,428.76014795843855
414000,132.3449445684746,363.1835993310818
415000,150.80020186431148,279.63891168956087
416000,115.1979781484988,256.14421641275686
417000,139.07108834263272,295.0687920879477
418000,141.51095757632856,295.8445790159844
419000,115.99942632421698,333.14647582204157
420000,172.41884142033086,315.79780456738837
421000,117.26470161210887,282.6030697779211
422000,131.5632241677522,369.09791974324895
423000,154.93355942775815,345.87259021416025
424000,144.31988100639956,322.2212440068923
425000,113.0880199569483,215.85009089445973
426000,137.1667738038359,348.3221324223372
427000,137.5063859255024,273.8293919837948
428000,169.83046591015955,307.1465162293161
429000,156.67068037937634,277.62930683975617
430000,131.63483188970167,329.3762697962887
431000,133.25742793221434,323.1301068957184
432000,102.60673459595273,313.54032452611494
433000,127.75858042479376,293.443113541905
434000,125.76078371269978,302.4169536708718
435000,137.22743786283536,370.8185225148925
436000,155.44591257757565,267.66951441068574
437000,109.84097623392881,271.87782481010606
438000,116.41018404480258,314.24934374017096
439000,133.66122072919825,285.3194112993558
440000,136.8015596036712,410.26405194295535
441000,126.34855784592719,264.24355803375596
442000,179.06525815123678,379.82562971160417
443000,143.55611625488746,365.2007226767305
444000,118.07901825634576,212.1036868462119
445000,137.94641243148362,288.23696944916657
446000,156.08469669899205,329.3004303772852
447000,142.8912267407743,327.8625158163588
448000,111.8797481851525,232.653773135785
449000,138.1399016758951,338.74005516494356
450000,130.38428816496435,300.9636712322439
451000,129.60851720181017,333.4270959642677
452000,114.85652195748571,261.45612114973704
453000,128.5937434575353,298.96357018756044
454000,142.05576293905415,303.8127982308913
455000,162.86889842757228,291.7867897336246
456000,107.42352001491236,333.3856213120505
457000,121.9767132314737,292.44190115773387
458000,140.94615891418653,255.13673187931107
459000,114.72482117657398,382.6094257500301
460000,162.80938693479334,269.67436596035907
461000,148.73890059243786,288.1282234793219
462000,149.58036842044385,275.657488295867
463000,144.79659745617982,275.300443475058
464000,129.2148679268854,323.77059912269505
465000,104.21583010331369,379.1131314452374
466000,123.74850639357805,396.59274048705277
467000,142.91947165713646,316.61535377614706
468000,133.65946582507058,271.0911727427872
469000,114.55627961922073,255.97507035572036
470000,127.056850004632,336.01698396273963
471000,146.904272476575,350.3369527545055
472000,133.97966413291306,367.89141541683045
473000,125.9879709402594,216.25118873771987
474000,142.6353913693456,321.5341909127091
475000,154.90299210092053,303.4337172530585
476000,136.94370181750855,300.3903749214605
477000,122.76584327378191,315.5494696785087
478000,144.9723606336338,321.45218119822977
479000,126.59092364476169,162.256290294059
480000,143.1341799989168,287.58251768043766
481000,157.99913733371068,363.41273812645494
482000,142.41384478099644,247.76118055208212
483000,140.72744151574443,489.4538272255998
484000,168.69793720320013,309.7547101424406
485000,138.57906794664586,329.7478976158729
486000,175.05863851752292,264.52423064067784
487000,142.83050935177744,288.8169885300686
488000,142.70175771106472,363.9263178126925
489000,139.1811033093801,298.3495490794769
490000,122.90957066443525,295.61362246011123
491000,122.89848674425139,250.23191887502145
492000,155.0947536572471,325.87194929117373
493000,142.46454913549405,317.9488484780939
494000,132.03217609641797,312.74696563915836
495000,120.18379339143894,330.4531649605534
496000,144.0076645908557,197.4367401748713
497000,117.98402415000237,296.2590032412672
498000,153.42743671540757,309.742393911897
499000,135.40919337837477,295.6349287698183
500000,140.37123438238632,323.57090324210094
