#"Step","Potential Energy (kJ/mole)","Temperature (K)"
201000,115.9585503362614,211.81718633699302
202000,137.07560649179504,232.03186791420924
203000,123.88608996450012,349.0004395944209
204000,138.8553955423422,445.72410965333916
205000,108.70623888078865,366.26608004094606
206000,134.87346028716001,255.38760784459996
207000,141.87654152792368,347.9869667431696
208000,139.33228393038007,364.3690367838626
209000,123.32637934768718,311.1588050014898
210000,124.47016966439287,227.14435603187403
211000,124.55870213492199,333.55360138730015
212000,134.70475752257335,311.52016490873615
213000,106.83751243297229,299.01548856284194
214000,132.59426658230768,293.4914261036177
215000,148.9733319366369,404.4045985683432
216000,140.2356758061984,233.60745963123378
217000,125.36141610158666,306.0293907767746
218000,132.04408384828162,332.84638843873773
219000,149.68815642377012,397.55089760550186
220000,132.04162548413296,270.3618148737133
221000,119.05549079089542,199.7964307627407
222000,149.19246954841947,333.8347540837744
223000,144.09083975214855,318.5520032971143
224000,131.53490247892114,363.66125466128483
225000,104.22506870850634,277.05695157425725
226000,146.67763064493192,433.65018625078494
227000,111.47168860433158,295.9305478182353
228000,125.91116097198392,232.6574321384928
229000,151.7620177517092,224.6135538939484
230000,124.60947206370838,221.09539014441944
231000,123.9104767467361,256.08127253694977
232000,121.43112512976586,303.8710106774559
233000,130.90625401260195,360.8047318839277
234000,133.81623687467072,294.5245076623427
235000,123.09542810276616,274.4438712891733
236000,179.82195199716944,355.8219204534086
237000,136.6298622949016,335.17989677296055
238000,133.6440803927835,343.92510383495744
239000,130.84911294457743,236.71263724391366
240000,144.26849110558396,330.02327719655153
241000,110.87798213452334,263.94342910919414
242000,160.9499904996337,308.261590176412
243000,110.44530157816553,224.51349292592167
244000,124.83379104523556,330.81733579498075
245000,109.03607846057275,322.61730899779667
246000,126.07542296733584,268.0277891775742
247000,109.76437970054599,260.38287498537846
248000,156.2543268757736,270.2953360711831
249000,148.5536307165985,290.30511759615183
250000,148.7966502224541,236.29158922475153
251000,126.65677075066196,281.5482957930871
252000,110.6200757614422,295.2161488266262
253000,102.60628959265159,278.25044492224487
254000,145.9864517498063,354.2062511742862
255000,132.3468091651739,263.487702574942
256000,118.93780943043544,306.5624373884704
257000,181.61022508105475,278.6274831918128
258000,120.85962001421012,284.6763724339804
259000,118.31763070194972,359.16625581557605
260000,132.2528307637731,215.87335694679254
261000,147.8526727691733,313.5001052453618
262000,152.44845865189927,267.932075768053
263000,92.2997845782811,263.5099715274533
264000,121.52286398149408,321.671238413108
265000,150.59550545612422,324.69728254969704
266000,179.02788524638163,263.2229386687991
267000,112.55939098990348,319.84416208762724
268000,150.09853255769121,225.40208178927665
269000,130.46533715734847,323.71685290907203
270000,122.08686204836704,230.68475254856713
271000,103.65579522176813,349.47242056120774
272000,127.67233048028538,369.24247709865773
273000,129.25452827344634,276.27107876642185
274000,125.97011280022343,295.28386942731015
275000,133.73690484588883,286.4137001859587
276000,127.54768560832599,453.44827910062247
277000,135.81403225971735,219.4231842310296
278000,133.16908457714908,295.8261367360287
279000,105.99058325914666,257.7813175531046
280000,121.27430770915817,269.641013101937
281000,129.132573801415,252.72945382234101
282000,159.8013015667675,191.24188073396778
283000,131.41348775256483,313.0777749853912
284000,115.47560898335178,350.55663782914127
285000,124.83739830167906,267.5339461859696
286000,119.26458433370681,376.3589966759926
287000,116.51668832759606,302.8454112205746
288000,143.8234275483992,265.5599733944125
289000,124.38066936883115,315.38432869046056
290000,142.27097920584492,307.804428850967
291000,139.94745934804087,250.10053079240774
292000,145.27643721823188,303.19582249814044
293000,137.8117305401829,374.28711519171827
294000,139.57956159068272,351.6876431895077
295000,122.45915798520946,319.70243783907233
296000,150.23794051381265,375.6648050508186
297000,137.5420101541015,315.06707684593835
298000,133.11993166692628,306.5625738101887
299000,128.8778977873062,334.53849278021596
300000,156.26208785201015,321.28548499873705
