#"Step","Potential Energy (kJ/mole)","Temperature (K)"
601000,145.62648528069758,288.4803280420407
602000,136.53119786408024,282.34942872590614
603000,130.1604581237707,337.2230216446374
604000,113.83095655744455,325.7554502924894
605000,145.44405921718862,298.56492035980654
606000,167.1633940403117,363.09327159385003
607000,117.5470915213009,330.09254719390697
608000,124.36014667795575,298.3178011925732
609000,118.16912949451262,268.09727538608286
610000,111.35638708994884,242.00862904558417
611000,120.80836875116802,252.1631288117092
612000,133.85141772303177,376.1840200808097
613000,137.58015858588624,330.6876868269856
614000,150.19579273186628,404.21693209427656
615000,136.413104845793,336.92665543167476
616000,112.93912466587062,308.21070700618657
617000,119.88088390104122,261.24648499202965
618000,148.0739385311931,211.85451645992367
619000,128.15479698130366,291.09917835531763
620000,140.40781040870934,406.92015426478844
621000,135.070070916571,314.2311697965328
622000,123.7305549389639,322.50636958940527
623000,158.3307933055512,333.3607758572757
624000,127.95216093185184,307.73352809539034
625000,143.89091659211226,386.6117404717426
626000,152.08694633333107,273.47990316227583
627000,121.22358053615937,241.77783641684042
628000,154.8265563740788,313.7639651150002
629000,120.34197099334415,288.6711315447189
630000,105.2844252634809,302.500324432929
631000,124.61025433789473,250.7719034919244
632000,114.92231321200325,307.64475294847676
633000,116.11282674725999,235.56617415956123
634000,144.98577882264067,264.6140273934596
635000,151.30542724487896,293.3150480164254
636000,146.4789483360546,294.6100317719346
637000,168.04411194795546,291.5744998317479
638000,132.59333395514136,254.3679917044337
639000,162.5508207935345,274.0214470054042
640000,147.93144554441096,273.46072158680965
641000,154.8044346908864,383.35729738392337
642000,114.98306665985365,429.8941767083437
643000,139.89459627196072,389.1872033051236
644000,141.68177770738112,287.25990900579046
645000,138.5176858450386,296.101274347095
646000,123.79065629423485,377.11753548972945
647000,121.9201086339308,164.1364461180223
648000,132.96489917217673,359.38820684500536
649000,131.09325306443498,282.26394831626686
650000,119.30825962945892,212.10598038733022
651000,145.29391797674168,282.955712101931
652000,122.30552775605588,247.6463082676475
653000,123.48931736073791,266.245548830605
654000,144.37635988374132,252.461868589062
655000,124.61188491310224,266.8987893659962
656000,126.9325167121599,248.22515186629818
657000,146.01002891543612,361.72057857721455
658000,133.84942912112456,356.57418388445325
659000,156.4451308471639,250.13124261179277
660000,144.71018839393219,258.09366139223476
661000,108.77057855908788,248.10370881601276
662000,114.7211499979312,314.2027600334991
663000,133.42944427801922,314.3658891679817
664000,161.94730275137408,245.2983062462783
665000,146.8257063892811,278.6357119413025
666000,140.6521796739171,261.6182632789136
667000,132.51911662342354,360.7373491758469
668000,152.7683251990311,254.53758500086886
669000,136.1329500396314,298.60069425093235
670000,135.69548610924994,296.61073315279873
671000,118.48398808132833,254.34318207360118
672000,128.04845325990755,204.48403228104985
673000,129.05165952774632,260.8877933057398
674000,136.76441512272095,309.8955287403519
675000,131.52233713597707,347.33200261326544
676000,127.60648699449939,287.76403525455834
677000,107.59735345010131,274.4232146296139
678000,153.12370113259885,258.31558509720867
679000,151.4119486757263,242.10629638116097
680000,165.51660060444374,232.64037476504043
681000,133.73045984156488,316.5210717302397
682000,129.93181634283974,271.2148275936954
683000,128.60737449903536,314.2606972076827
684000,147.30133161569938,384.5914923849239
685000,136.02132402884308,286.0993514610157
686000,156.27732409923203,335.68272417988186
687000,134.56778987166763,274.55582666476477
688000,125.72039605371162,260.5794367835171
689000,144.1413292206048,274.96760647464276
690000,138.1997039491689,289.3914969802583
691000,106.40843243073755,318.71660271345326
692000,129.50174606243422,301.79698260604056
693000,130.12551014330165,396.0689013288742
694000,142.18637335961103,273.1680477569031
695000,150.8080193148694,213.92356126238755
696000,148.99838416834245,259.42038094032733
697000,126.09663938771001,305.1849118450316
698000,127.80531375161445,287.76583006786785
699000,140.08307081802923,284.74714388311156
700000,129.56348915309354,290.6280875438414
