# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       81.1330363141     -688.9869042450
       91.1330363141     -688.9861300790
      101.1330363141     -688.9839150720
      111.1330363141     -688.9806238380
      121.1330363141     -688.9768214260
      131.1330363141     -688.9729205330
      141.1330363141     -688.9689886170
      151.1330363141     -688.9650544580
      161.1330363141     -688.9612302850
      171.1330363141     -688.9599997590
      181.1330363141     -688.9630746030
      191.1330363141     -688.9660955870
      201.1330363141     -688.9697196610
      211.1330363141     -688.9738881460
      221.1330363141     -688.9778495990
      231.1330363141     -688.9815066780
      241.1330363141     -688.9846297290
      251.1330363141     -688.9867367230
      261.1330363141     -688.9875855320
      271.1330363141     -688.9871144980
      281.1330363141     -688.9854020520
      291.1330363141     -688.9826055040
      301.1330363141     -688.9789996140
      311.1330363141     -688.9749048530
      321.1330363141     -688.9705281530
      331.1330363141     -688.9660698230
      341.1330363141     -688.9617086610
      351.1330363141     -688.9576425460
      361.1330363141     -688.9541188810
      371.1330363141     -688.9511878140
      381.1330363141     -688.9691506330
      391.1330363141     -688.9733737840
      401.1330363141     -688.9774175340
      411.1330363141     -688.9811215260
      421.1330363141     -688.9841464590
      431.1330363141     -688.9861804230
      441.1330363141     -688.9869042340
