# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
        1.4036096108     -688.9858642910
       11.4036096108     -688.9856184740
       21.4036096108     -688.9849608610
       31.4036096108     -688.9840385140
       41.4036096108     -688.9828153050
       51.4036096108     -688.9813805050
       61.4036096108     -688.9796906990
       71.4036096108     -688.9777934370
       81.4036096108     -688.9759257640
       91.4036096108     -688.9831649160
      101.4036096108     -688.9839208610
      111.4036096108     -688.9848928970
      121.4036096108     -688.9863305730
      131.4036096108     -688.9885362170
      141.4036096108     -688.9909915330
      151.4036096108     -688.9932959880
      161.4036096108     -688.9953914680
      171.4036096108     -688.9969223300
      181.4036096108     -688.9979103160
      191.4036096108     -688.9982396310
      201.4036096108     -688.9980606870
      211.4036096108     -688.9980445250
      221.4036096108     -688.9988693440
      231.4036096108     -688.9992930000
      241.4036096108     -688.9989867940
      251.4036096108     -688.9980464930
      261.4036096108     -688.9965695450
      271.4036096108     -688.9946377930
      281.4036096108     -688.9923048900
      291.4036096108     -688.9896306810
      301.4036096108     -688.9868873950
      311.4036096108     -688.9845506500
      321.4036096108     -688.9829472470
      331.4036096108     -688.9831108190
      341.4036096108     -688.9840547720
      351.4036096108     -688.9847477780
      361.4036096108     -688.9850248650
