# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       64.0447047947     -688.9872155400
       74.0447047947     -688.9864880460
       84.0447047947     -688.9843113120
       94.0447047947     -688.9810457440
      104.0447047947     -688.9772064280
      114.0447047947     -688.9731581080
      124.0447047947     -688.9691634130
      134.0447047947     -688.9654084140
      144.0447047947     -688.9621250250
      154.0447047947     -688.9654562960
      164.0447047947     -688.9691086330
      174.0447047947     -688.9730514750
      184.0447047947     -688.9768870930
      194.0447047947     -688.9803478040
      204.0447047947     -688.9834323780
      214.0447047947     -688.9864089180
      224.0447047947     -688.9889876980
      234.0447047947     -688.9904972560
      244.0447047947     -688.9906687360
      254.0447047947     -688.9895612250
      264.0447047947     -688.9874592550
      274.0447047947     -688.9845899310
      284.0447047947     -688.9810962760
      294.0447047947     -688.9772028320
      304.0447047947     -688.9730378550
      314.0447047947     -688.9686895830
      324.0447047947     -688.9643974820
      334.0447047947     -688.9603748910
      344.0447047947     -688.9568926260
      354.0447047947     -688.9543367900
      364.0447047947     -688.9717981630
      374.0447047947     -688.9755096820
      384.0447047947     -688.9790037640
      394.0447047947     -688.9820850120
      404.0447047947     -688.9847009270
      414.0447047947     -688.9865301100
      424.0447047947     -688.9872155430
