# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      -78.8202813364     -688.9949811460
      -68.8202813364     -688.9947412610
      -58.8202813364     -688.9938928510
      -48.8202813364     -688.9924039270
      -38.8202813364     -688.9903731200
      -28.8202813364     -688.9878470490
      -18.8202813364     -688.9850092000
       -8.8202813364     -688.9817701580
        1.1797186636     -688.9780911630
       11.1797186636     -688.9741209080
       21.1797186636     -688.9723548230
       31.1797186636     -688.9690880520
       41.1797186636     -688.9654767850
       51.1797186636     -688.9616627610
       61.1797186636     -688.9579812410
       71.1797186636     -688.9856935190
       81.1797186636     -688.9872886070
       91.1797186636     -688.9883818890
      101.1797186636     -688.9891612390
      111.1797186636     -688.9897942660
      121.1797186636     -688.9902098770
      131.1797186636     -688.9905757280
      141.1797186636     -688.9913221420
      151.1797186636     -688.9921228790
      161.1797186636     -688.9928832460
      171.1797186636     -688.9933977740
      181.1797186636     -688.9934696710
      191.1797186636     -688.9930860660
      201.1797186636     -688.9923968120
      211.1797186636     -688.9916475820
      221.1797186636     -688.9914250280
      231.1797186636     -688.9918388030
      241.1797186636     -688.9925148560
      251.1797186636     -688.9933426580
      261.1797186636     -688.9941394920
      271.1797186636     -688.9947595940
      281.1797186636     -688.9949816790
