# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       36.8748731365     -688.9861376500
       46.8748731365     -688.9858438560
       56.8748731365     -688.9849451410
       66.8748731365     -688.9833552280
       76.8748731365     -688.9810840020
       86.8748731365     -688.9786218170
       96.8748731365     -688.9764511500
      106.8748731365     -688.9766827850
      116.8748731365     -688.9771606890
      126.8748731365     -688.9785269850
      136.8748731365     -688.9813265170
      146.8748731365     -688.9847795180
      156.8748731365     -688.9882015300
      166.8748731365     -688.9912383120
      176.8748731365     -688.9937002580
      186.8748731365     -688.9954178180
      196.8748731365     -688.9964268480
      206.8748731365     -688.9969782140
      216.8748731365     -688.9978181430
      226.8748731365     -688.9982810050
      236.8748731365     -688.9977744660
      246.8748731365     -688.9963065020
      256.8748731365     -688.9941620570
      266.8748731365     -688.9915943290
      276.8748731365     -688.9886608020
      286.8748731365     -688.9852334280
      296.8748731365     -688.9814056010
      306.8748731365     -688.9775104140
      316.8748731365     -688.9740486580
      326.8748731365     -688.9714270240
      336.8748731365     -688.9780417250
      346.8748731365     -688.9804197470
      356.8748731365     -688.9824191320
      366.8748731365     -688.9840473260
      376.8748731365     -688.9852614040
      386.8748731365     -688.9859797690
      396.8748731365     -688.9861374290
