# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       90.3232113383     -688.9868547260
      100.3232113383     -688.9861294120
      110.3232113383     -688.9840837480
      120.3232113383     -688.9810335250
      130.3232113383     -688.9774099640
      140.3232113383     -688.9736260240
      150.3232113383     -688.9696945290
      160.3232113383     -688.9656777690
      170.3232113383     -688.9627078480
      180.3232113383     -688.9603045210
      190.3232113383     -688.9612229580
      200.3232113383     -688.9640145850
      210.3232113383     -688.9683898420
      220.3232113383     -688.9725509080
      230.3232113383     -688.9765504200
      240.3232113383     -688.9804027940
      250.3232113383     -688.9837630490
      260.3232113383     -688.9861369120
      270.3232113383     -688.9872084910
      280.3232113383     -688.9868282710
      290.3232113383     -688.9850399350
      300.3232113383     -688.9821211680
      310.3232113383     -688.9784610110
      320.3232113383     -688.9743665590
      330.3232113383     -688.9699956550
      340.3232113383     -688.9655291540
      350.3232113383     -688.9612149980
      360.3232113383     -688.9571944450
      370.3232113383     -688.9536721260
      380.3232113383     -688.9507008470
      390.3232113383     -688.9689575650
      400.3232113383     -688.9732612940
      410.3232113383     -688.9773722640
      420.3232113383     -688.9811362080
      430.3232113383     -688.9841950340
      440.3232113383     -688.9861835850
      450.3232113383     -688.9868547840
