# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      111.1276931608     -688.9880469680
      121.1276931608     -688.9874633250
      131.1276931608     -688.9856835100
      141.1276931608     -688.9829919840
      151.1276931608     -688.9798026080
      161.1276931608     -688.9760334140
      171.1276931608     -688.9736125260
      181.1276931608     -688.9703751930
      191.1276931608     -688.9668461020
      201.1276931608     -688.9634254140
      211.1276931608     -688.9605696160
      221.1276931608     -688.9651311070
      231.1276931608     -688.9691135070
      241.1276931608     -688.9732519690
      251.1276931608     -688.9774202250
      261.1276931608     -688.9813867340
      271.1276931608     -688.9848113250
      281.1276931608     -688.9870231820
      291.1276931608     -688.9876796690
      301.1276931608     -688.9868113810
      311.1276931608     -688.9846122040
      321.1276931608     -688.9815604170
      331.1276931608     -688.9779720010
      341.1276931608     -688.9740426170
      351.1276931608     -688.9699162130
      361.1276931608     -688.9656805810
      371.1276931608     -688.9615387910
      381.1276931608     -688.9576956920
      391.1276931608     -688.9542535310
      401.1276931608     -688.9513356150
      411.1276931608     -688.9714195020
      421.1276931608     -688.9756475170
      431.1276931608     -688.9795900710
      441.1276931608     -688.9830076350
      451.1276931608     -688.9856776260
      461.1276931608     -688.9874252990
      471.1276931608     -688.9880471130
