# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       27.0685432580     -535.1527918710
       37.0685432580     -535.1526906420
       47.0685432580     -535.1523517250
       57.0685432580     -535.1516875700
       67.0685432580     -535.1508165070
       77.0685432580     -535.1499035990
       87.0685432580     -535.1517855410
       97.0685432580     -535.1523952200
      107.0685432580     -535.1531254340
      117.0685432580     -535.1542225810
      127.0685432580     -535.1560710840
      137.0685432580     -535.1582246000
      147.0685432580     -535.1604621400
      157.0685432580     -535.1623792680
      167.0685432580     -535.1637712440
      177.0685432580     -535.1645258530
      187.0685432580     -535.1646898220
      197.0685432580     -535.1643182830
      207.0685432580     -535.1637150660
      217.0685432580     -535.1640644260
      227.0685432580     -535.1648492450
      237.0685432580     -535.1651103740
      247.0685432580     -535.1647812350
      257.0685432580     -535.1638356710
      267.0685432580     -535.1623120600
      277.0685432580     -535.1603325490
      287.0685432580     -535.1580379440
      297.0685432580     -535.1557590350
      307.0685432580     -535.1537214060
      317.0685432580     -535.1522063980
      327.0685432580     -535.1516613240
      337.0685432580     -535.1527926660
      347.0685432580     -535.1533931280
      357.0685432580     -535.1535998620
      367.0685432580     -535.1533699390
      377.0685432580     -535.1528811000
      387.0685432580     -535.1527916490
      397.0685432580     -535.1526904300
