# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      -85.0883607141     -535.1558465910
      -75.0883607141     -535.1556272470
      -65.0883607141     -535.1548585430
      -55.0883607141     -535.1534305600
      -45.0883607141     -535.1512348740
      -35.0883607141     -535.1483365750
      -25.0883607141     -535.1448006190
      -15.0883607141     -535.1406975770
       -5.0883607141     -535.1361127140
        4.9116392859     -535.1314398420
       14.9116392859     -535.1271098330
       24.9116392859     -535.1233241550
       34.9116392859     -535.1564234670
       44.9116392859     -535.1579727450
       54.9116392859     -535.1590907180
       64.9116392859     -535.1596515160
       74.9116392859     -535.1596813030
       84.9116392859     -535.1591899520
       94.9116392859     -535.1584335070
      104.9116392859     -535.1575494090
      114.9116392859     -535.1566234290
      124.9116392859     -535.1557315630
      134.9116392859     -535.1549639250
      144.9116392859     -535.1544946450
      154.9116392859     -535.1554487750
      164.9116392859     -535.1563652230
      174.9116392859     -535.1572161470
      184.9116392859     -535.1577201180
      194.9116392859     -535.1578118200
      204.9116392859     -535.1573980820
      214.9116392859     -535.1566549710
      224.9116392859     -535.1560197420
      234.9116392859     -535.1556421030
      244.9116392859     -535.1554042650
      254.9116392859     -535.1555457160
      264.9116392859     -535.1557228070
      274.9116392859     -535.1558464070
      284.9116392859     -535.1556270930
