# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      127.3995782217     -535.1574769260
      137.3995782217     -535.1568663180
      147.3995782217     -535.1552438300
      157.3995782217     -535.1535365690
      167.3995782217     -535.1516799010
      177.3995782217     -535.1492361910
      187.3995782217     -535.1461088330
      197.3995782217     -535.1424179650
      207.3995782217     -535.1384678990
      217.3995782217     -535.1348600130
      227.3995782217     -535.1329455330
      237.3995782217     -535.1357899580
      247.3995782217     -535.1397561530
      257.3995782217     -535.1438106710
      267.3995782217     -535.1477014010
      277.3995782217     -535.1510558450
      287.3995782217     -535.1534836940
      297.3995782217     -535.1546818850
      307.3995782217     -535.1545362610
      317.3995782217     -535.1532446070
      327.3995782217     -535.1510445800
      337.3995782217     -535.1482730020
      347.3995782217     -535.1451457930
      357.3995782217     -535.1417784330
      367.3995782217     -535.1382124480
      377.3995782217     -535.1344941880
      387.3995782217     -535.1307047360
      397.3995782217     -535.1270545690
      407.3995782217     -535.1238737280
      417.3995782217     -535.1215530240
      427.3995782217     -535.1430203610
      437.3995782217     -535.1467800460
      447.3995782217     -535.1502803060
      457.3995782217     -535.1533003740
      467.3995782217     -535.1555796110
      477.3995782217     -535.1570512900
      487.3995782217     -535.1574774010
      497.3995782217     -535.1568670500
