# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       61.1000540289     -535.1547174840
       71.1000540289     -535.1540266210
       81.1000540289     -535.1519850080
       91.1000540289     -535.1488578340
      101.1000540289     -535.1450717030
      111.1000540289     -535.1410265940
      121.1000540289     -535.1369917950
      131.1000540289     -535.1331541260
      141.1000540289     -535.1296469320
      151.1000540289     -535.1356589230
      161.1000540289     -535.1395563860
      171.1000540289     -535.1433586220
      181.1000540289     -535.1467051540
      191.1000540289     -535.1494312270
      201.1000540289     -535.1516036380
      211.1000540289     -535.1535758010
      221.1000540289     -535.1555440390
      231.1000540289     -535.1566773660
      241.1000540289     -535.1567867320
      251.1000540289     -535.1557324600
      261.1000540289     -535.1537891460
      271.1000540289     -535.1509957410
      281.1000540289     -535.1476220500
      291.1000540289     -535.1438765240
      301.1000540289     -535.1398953570
      311.1000540289     -535.1357276880
      321.1000540289     -535.1315432570
      331.1000540289     -535.1276531790
      341.1000540289     -535.1245275340
      351.1000540289     -535.1360163690
      361.1000540289     -535.1397496800
      371.1000540289     -535.1433325260
      381.1000540289     -535.1467011410
      391.1000540289     -535.1497683700
      401.1000540289     -535.1523200690
      411.1000540289     -535.1540714140
      421.1000540289     -535.1547174810
      431.1000540289     -535.1540266040
