# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      179.1058644190     -535.1634273760
      189.1058644190     -535.1631743950
      199.1058644190     -535.1624663650
      209.1058644190     -535.1612933410
      219.1058644190     -535.1598971510
      229.1058644190     -535.1584626010
      239.1058644190     -535.1571633570
      249.1058644190     -535.1561205630
      259.1058644190     -535.1552404630
      269.1058644190     -535.1543083670
      279.1058644190     -535.1530087060
      289.1058644190     -535.1511543230
      299.1058644190     -535.1487615470
      309.1058644190     -535.1459004730
      319.1058644190     -535.1428434850
      329.1058644190     -535.1399575140
      339.1058644190     -535.1504579060
      349.1058644190     -535.1525605220
      359.1058644190     -535.1543277480
      369.1058644190     -535.1560949110
      379.1058644190     -535.1584116300
      389.1058644190     -535.1605657530
      399.1058644190     -535.1623191750
      409.1058644190     -535.1635586110
      419.1058644190     -535.1645192950
      429.1058644190     -535.1652173650
      439.1058644190     -535.1656275550
      449.1058644190     -535.1656646420
      459.1058644190     -535.1652930700
      469.1058644190     -535.1646079890
      479.1058644190     -535.1636528640
      489.1058644190     -535.1625510700
      499.1058644190     -535.1616803910
      509.1058644190     -535.1612917560
      519.1058644190     -535.1624937420
      529.1058644190     -535.1631746680
      539.1058644190     -535.1634274640
      549.1058644190     -535.1631744520
