# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       43.3945130396     -535.1548626900
       53.3945130396     -535.1544980920
       63.3945130396     -535.1533352280
       73.3945130396     -535.1514521310
       83.3945130396     -535.1490772830
       93.3945130396     -535.1473213360
      103.3945130396     -535.1468109440
      113.3945130396     -535.1468616060
      123.3945130396     -535.1478240450
      133.3945130396     -535.1502667770
      143.3945130396     -535.1534111170
      153.3945130396     -535.1564867550
      163.3945130396     -535.1591690190
      173.3945130396     -535.1612147180
      183.3945130396     -535.1624677040
      193.3945130396     -535.1629658170
      203.3945130396     -535.1629460870
      213.3945130396     -535.1631235170
      223.3945130396     -535.1635066130
      233.3945130396     -535.1632694670
      243.3945130396     -535.1622246940
      253.3945130396     -535.1604829020
      263.3945130396     -535.1582130390
      273.3945130396     -535.1555684160
      283.3945130396     -535.1525198570
      293.3945130396     -535.1492209340
      303.3945130396     -535.1459722510
      313.3945130396     -535.1431202400
      323.3945130396     -535.1408986670
      333.3945130396     -535.1459096400
      343.3945130396     -535.1482034210
      353.3945130396     -535.1500880590
      363.3945130396     -535.1515827920
      373.3945130396     -535.1527553070
      383.3945130396     -535.1537193190
      393.3945130396     -535.1545391230
      403.3945130396     -535.1548625560
      413.3945130396     -535.1544981300
