# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       39.0059215328     -535.1541482800
       49.0059215328     -535.1538685220
       59.0059215328     -535.1530180040
       69.0059215328     -535.1516707380
       79.0059215328     -535.1500377910
       89.0059215328     -535.1499597360
       99.0059215328     -535.1501574840
      109.0059215328     -535.1505999310
      119.0059215328     -535.1515665760
      129.0059215328     -535.1536411340
      139.0059215328     -535.1562215980
      149.0059215328     -535.1588728320
      159.0059215328     -535.1611291560
      169.0059215328     -535.1628409090
      179.0059215328     -535.1638938550
      189.0059215328     -535.1642294270
      199.0059215328     -535.1640170110
      209.0059215328     -535.1637109550
      219.0059215328     -535.1641252830
      229.0059215328     -535.1645018400
      239.0059215328     -535.1642253610
      249.0059215328     -535.1632934030
      259.0059215328     -535.1617305160
      269.0059215328     -535.1596767880
      279.0059215328     -535.1572210270
      289.0059215328     -535.1543659470
      299.0059215328     -535.1514852310
      309.0059215328     -535.1489601980
      319.0059215328     -535.1469646370
      329.0059215328     -535.1488456720
      339.0059215328     -535.1505289860
      349.0059215328     -535.1517775340
      359.0059215328     -535.1526537290
      369.0059215328     -535.1531550590
      379.0059215328     -535.1534530910
      389.0059215328     -535.1538667710
      399.0059215328     -535.1541480310
      409.0059215328     -535.1538683010
