# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       86.9193328542     -535.1541172920
       96.9193328542     -535.1534402980
      106.9193328542     -535.1514347100
      116.9193328542     -535.1484638530
      126.9193328542     -535.1449124390
      136.9193328542     -535.1412143090
      146.9193328542     -535.1374003890
      156.9193328542     -535.1334811740
      166.9193328542     -535.1302066350
      176.9193328542     -535.1278787530
      186.9193328542     -535.1312965200
      196.9193328542     -535.1341861330
      206.9193328542     -535.1380625010
      216.9193328542     -535.1418885670
      226.9193328542     -535.1455241630
      236.9193328542     -535.1489429970
      246.9193328542     -535.1517472930
      256.9193328542     -535.1535849070
      266.9193328542     -535.1541315210
      276.9193328542     -535.1534583670
      286.9193328542     -535.1516540120
      296.9193328542     -535.1488864010
      306.9193328542     -535.1453584530
      316.9193328542     -535.1413713040
      326.9193328542     -535.1371619960
      336.9193328542     -535.1328386000
      346.9193328542     -535.1285944430
      356.9193328542     -535.1246479900
      366.9193328542     -535.1211643610
      376.9193328542     -535.1182179660
      386.9193328542     -535.1370660110
      396.9193328542     -535.1412561720
      406.9193328542     -535.1452459170
      416.9193328542     -535.1487979460
      426.9193328542     -535.1516023070
      436.9193328542     -535.1534321350
      446.9193328542     -535.1541173180
      456.9193328542     -535.1534403170
