# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       77.9284401583     -535.1542510750
       87.9284401583     -535.1535072360
       97.9284401583     -535.1513866010
      107.9284401583     -535.1481940920
      117.9284401583     -535.1444975980
      127.9284401583     -535.1406998130
      137.9284401583     -535.1368368930
      147.9284401583     -535.1329738590
      157.9284401583     -535.1292069370
      167.9284401583     -535.1269034530
      177.9284401583     -535.1331732880
      187.9284401583     -535.1363162960
      197.9284401583     -535.1394574150
      207.9284401583     -535.1431474600
      217.9284401583     -535.1466868290
      227.9284401583     -535.1498888680
      237.9284401583     -535.1525144850
      247.9284401583     -535.1541069970
      257.9284401583     -535.1545018250
      267.9284401583     -535.1537674300
      277.9284401583     -535.1519786040
      287.9284401583     -535.1492805690
      297.9284401583     -535.1458261450
      307.9284401583     -535.1418745670
      317.9284401583     -535.1376812480
      327.9284401583     -535.1333458970
      337.9284401583     -535.1290497620
      347.9284401583     -535.1250437670
      357.9284401583     -535.1215053480
      367.9284401583     -535.1185541750
      377.9284401583     -535.1372677000
      387.9284401583     -535.1413569830
      397.9284401583     -535.1452636490
      407.9284401583     -535.1488084250
      417.9284401583     -535.1516717500
      427.9284401583     -535.1535682710
      437.9284401583     -535.1542509670
      447.9284401583     -535.1535072920
