# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
       53.4408550754     -535.1549314460
       63.4408550754     -535.1543155590
       73.4408550754     -535.1525938260
       83.4408550754     -535.1498240660
       93.4408550754     -535.1463282020
      103.4408550754     -535.1424573210
      113.4408550754     -535.1386532550
      123.4408550754     -535.1368456260
      133.4408550754     -535.1371807180
      143.4408550754     -535.1402073980
      153.4408550754     -535.1440483460
      163.4408550754     -535.1478686530
      173.4408550754     -535.1512317270
      183.4408550754     -535.1539205750
      193.4408550754     -535.1558163340
      203.4408550754     -535.1570497010
      213.4408550754     -535.1582628260
      223.4408550754     -535.1592083160
      233.4408550754     -535.1591011810
      243.4408550754     -535.1578110560
      253.4408550754     -535.1558214420
      263.4408550754     -535.1531891690
      273.4408550754     -535.1500486460
      283.4408550754     -535.1465913120
      293.4408550754     -535.1428587780
      303.4408550754     -535.1389002420
      313.4408550754     -535.1350224510
      323.4408550754     -535.1316232350
      333.4408550754     -535.1290021640
      343.4408550754     -535.1387522380
      353.4408550754     -535.1421302740
      363.4408550754     -535.1452493790
      373.4408550754     -535.1480851190
      383.4408550754     -535.1506511380
      393.4408550754     -535.1528206640
      403.4408550754     -535.1543527830
      413.4408550754     -535.1549314600
      423.4408550754     -535.1543157120
