# Scan of Total Energy
# X-Axis:  Scan Coordinate
# Y-Axis:  Total Energy (Hartree)
#                  X                   Y
      135.9809586050     -535.1624221140
      145.9809586050     -535.1620656570
      155.9809586050     -535.1616406810
      165.9809586050     -535.1613162050
      175.9809586050     -535.1604147490
      185.9809586050     -535.1587427940
      195.9809586050     -535.1562768220
      205.9809586050     -535.1531507580
      215.9809586050     -535.1496661050
      225.9809586050     -535.1463248010
      235.9809586050     -535.1440750250
      245.9809586050     -535.1436405540
      255.9809586050     -535.1442787980
      265.9809586050     -535.1458023880
      275.9809586050     -535.1488777390
      285.9809586050     -535.1516023680
      295.9809586050     -535.1536450230
      305.9809586050     -535.1548213940
      315.9809586050     -535.1550453180
      325.9809586050     -535.1544514910
      335.9809586050     -535.1532678080
      345.9809586050     -535.1517895610
      355.9809586050     -535.1500679800
      365.9809586050     -535.1480269830
      375.9809586050     -535.1455972000
      385.9809586050     -535.1427935710
      395.9809586050     -535.1396723930
      405.9809586050     -535.1363732960
      415.9809586050     -535.1331920100
      425.9809586050     -535.1463123540
      435.9809586050     -535.1498300650
      445.9809586050     -535.1531041410
      455.9809586050     -535.1559900820
      465.9809586050     -535.1585498590
      475.9809586050     -535.1606349500
      485.9809586050     -535.1619912870
      495.9809586050     -535.1624227280
      505.9809586050     -535.1620662480
