id,mapped_smiles
1,[C:1]([N:2]([C:3]([H:20])([H:21])[H:22])[C:4](=[O:5])[C:6]([N:7]([C:8]([H:25])([H:26])[H:27])[C:9]([c:10]1[c:11]([H:30])[c:12]([H:31])[c:13]([H:32])[c:14]([H:33])[c:15]1[F:16])([H:28])[H:29])([H:23])[H:24])([H:17])([H:18])[H:19]
